customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2467-SUAMU,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.25,1369.2,No
5547-EJENB,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,44.21,1559.74,Yes
2774-IEIZR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.75,223.7,Yes
9604-DTGWP,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.57,161.19,No
3727-JKJTT,Male,1,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,105.9,2918.51,No
4471-YDWDH,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.92,3104.68,No
2960-JWKJP,Female,1,Yes,No,13,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),98.69,1340.87,No
8695-IXYIO,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.31,1199.78,No
3751-FDPYF,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.2,3620.58,Yes
3110-UGXYL,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.79,837.02,Yes
1142-LBHWU,Male,1,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.92,774.0,Yes
1374-PTPYP,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.91,162.72,Yes
4754-JZETC,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),94.41,5300.62,No
0768-KVBVX,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.53,5615.78,No
2191-OVQOS,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,110.89,3780.83,No
4002-XGGPT,Male,0,No,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.54,3226.78,No
5677-QSRTA,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,29.01,455.32,No
7360-QYADU,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.13,609.44,No
0288-CRXMV,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,113.35,6935.7,No
0172-QMCCX,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.37,1290.66,No
0370-QTICI,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.49,2173.65,No
0332-PSJCG,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.53,841.48,No
0140-JJQPH,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,3599.48,No
4726-MYAVT,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.72,828.18,Yes
0908-CFDHN,Male,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.4,3964.95,No
4226-VXJJG,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.08,3204.3,No
1219-XRSVL,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.15,1207.3,No
2615-PIFCG,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.43,375.22,No
2962-NFOQD,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),66.76,4422.59,No
8233-CCUZK,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.05,509.39,No
1618-QZOFN,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),46.64,2366.22,No
8478-EAWRD,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,1531.91,Yes
6930-DTDYM,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.05,1245.12,No
4617-THGXK,Female,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.56,51.56,No
5872-WYPBX,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.44,384.84,Yes
3165-UZFFG,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),21.37,741.92,No
1957-GPBUJ,Female,0,No,No,27,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),66.04,1746.58,No
0273-VULUQ,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,77.26,306.52,Yes
2911-IUTRR,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72.92,2312.74,No
9314-FMPTH,Female,1,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.41, ,Yes
8182-RFLLL,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.18,593.0,Yes
0631-YECWW,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,117.39,117.39,Yes
8961-VIOSN,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,76.6,950.53,No
7321-QMZXN,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.51,154.24,Yes
2600-PBSFQ,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,25.63,1217.66,No
1134-GIRZK,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),67.79,1269.61,No
6056-ZCOVA,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.39,3420.21,Yes
8317-WWPGR,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),48.8,503.94,No
2183-OPCUD,Male,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,97.35,2825.1,No
3193-YLWYC,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.44,658.23,No
9138-XXDHQ,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.73,1268.97,Yes
7157-PHRTX,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.21,3634.18,No
9648-WIDHH,Female,0,No,Yes,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,87.99,3238.97,No
9960-HOXBQ,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,39.71,2079.77,Yes
8917-QGLDR,Male,0,No,No,58,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.57,2822.34,No
0264-UTVBA,Female,0,No,No,71,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.49,2567.99,No
8425-NUPMF,Male,0,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.04,1475.03,Yes
8074-ZXDKJ,Male,0,No,No,48,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.74,2310.74,Yes
7879-XYVCL,Female,1,No,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,112.05,1560.52,Yes
9357-DGBPZ,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.57,251.53,No
0514-ITVDA,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,48.87,60.55,No
4333-KZUNP,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),118.75,3869.62,No
4627-LMIRY,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),95.76,401.84,No
9136-NEYGU,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.75,7427.33,No
9331-OVHHB,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.47,5899.44,No
2667-KQZQR,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2442.27,No
4713-TVOAD,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,83.07,5816.16,No
5865-AOCWW,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,68.95,2589.51,No
5801-JOKAT,Female,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,27.49,1123.8,No
3981-MYDKL,Male,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),118.75,6649.55,No
3710-VMKBB,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),34.33,1329.62,No
9834-XRCZJ,Male,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.91,2307.43,Yes
0508-POYBX,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.46,3367.94,No
4212-ZFLZZ,Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,76.95,1335.85,No
9498-NCOCD,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),64.98,2454.59,No
3503-YCLUL,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,47.51,2898.36,No
5149-TJSEZ,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),99.37,6801.82,No
8936-QUCOU,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),118.75,1610.84,No
3167-OJZEZ,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.12,35.12,No
5502-URQHK,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.21,1657.68,Yes
2467-CZDJS,Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.92,88.08,Yes
2725-KNOQR,Female,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),98.57,4180.03,No
6686-KOGGX,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.38,260.58,No
4113-BFMGT,Male,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,74.97,3671.85,No
6208-FSMLO,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.69,3337.79,No
7599-RECBZ,Male,1,No,Yes,58,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.98,2800.58,No
4047-UWAMD,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.14,253.31,No
6764-OUNRB,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.79,2226.27,Yes
1725-IFYQM,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,38.72,80.93,No
4101-ZZNYL,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),112.8,1649.47,No
8699-XNEQJ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.18,204.48,No
3292-CKKRF,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,62.79,448.8,Yes
7774-QONMM,Male,1,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),93.88,933.66,No
1329-WXZZL,Female,1,No,Yes,55,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,73.8,4020.62,No
4921-EVJBP,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.93,4417.69,No
7590-LZZNN,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.07,2727.05,No
9651-XIMRL,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.3,485.68,Yes
0840-HAOMH,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),24.43,606.92,No
6973-PPCEV,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.18,342.37,Yes
0572-KDKSU,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),56.0,866.79,No
1057-CESWE,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,62.68,3724.89,No
3582-YXUYJ,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.72,4746.46,No
9459-HTIUY,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),117.42,2155.36,No
6724-UTNIQ,Male,0,No,No,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,106.21,6902.01,No
6215-ESTJG,Female,1,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.29,4430.87,No
5412-GHJFE,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),34.62,796.15,No
3494-BRULW,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,90.33,1317.82,No
6682-THIDW,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),68.9,2975.98,No
7335-WIVRO,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,55.39,112.12,No
2472-LSJYH,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),81.05,1922.58,No
7653-FEVRR,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.15,115.3,Yes
1732-QKICP,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.76,614.56,Yes
1413-CRZMH,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,118.75,6053.1,No
0697-EPJRH,Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.36,702.15,No
2614-TJJWZ,Female,0,Yes,Yes,10,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.32,837.28,No
9541-KOWZU,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,118.75,1297.75,No
4133-BAKMJ,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.42,950.95,Yes
8699-GBODN,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.56,3346.02,No
1530-GVUEO,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.82,6172.11,No
0057-XAMNP,Female,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.91,5132.45,No
5872-ELYFC,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.64,595.72,No
9953-DQUQW,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,74.87,3613.28,No
2370-IOPSY,Male,0,No,Yes,20,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),71.31,1448.74,No
4667-ZZTMA,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,91.14,3887.99,No
6506-SOVGH,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.77,3756.15,No
5042-KDDUD,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),92.31,5963.96,No
5713-FZILK,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,110.8,1372.43,Yes
9450-TOVTA,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),118.05,7070.94,No
1840-TKTWR,Female,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.02,499.86,No
9853-JDMIB,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,117.69,742.13,Yes
2925-JOBLI,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.38,74.38,No
2069-SPEDP,Female,1,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.97,8033.93,No
2469-MGJNW,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.23,889.59,No
1285-YRPZW,Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.22,117.12,No
0052-BLCGK,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.04,1177.9,No
1710-MNUTA,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.61,506.71,Yes
8222-CKUUR,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,35.13,1299.34,No
1426-HWJQH,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,50.45,3188.37,No
2854-XXHWI,Female,0,No,No,67,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,117.29,7840.17,No
1979-GMOFL,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.88,3072.41,No
4286-KGFRY,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.33,1094.62,No
8500-TGYIB,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,686.66,Yes
8614-REHUJ,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,66.51,3469.89,No
5138-AIIXN,Female,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.86,6989.84,No
9055-NNITU,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.09,2317.69,No
7048-RVSOM,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.8,56.8,Yes
7171-BXNPW,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.44,2399.25,No
3972-EOOAD,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.83,1538.38,Yes
5434-TOINR,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35.53,168.84,Yes
1840-MFJIT,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.07,772.65,Yes
8147-DMEII,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.15,2178.23,No
3688-KEKWS,Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),33.65,2108.82,No
2768-WYMGR,Male,0,No,No,44,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,106.24,4683.36,No
5398-OSAVB,Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,46.65,198.26,No
8160-RRZOQ,Male,0,No,No,63,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.46,5371.23,No
6970-MIHPX,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),60.71,2399.63,No
9128-GAWND,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),97.45,3152.95,No
0082-BXAXN,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.27,1495.78,No
7978-TVKFL,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),39.16,1919.47,No
4522-QDBWM,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.69,72.13,No
8922-KBSZA,Male,0,Yes,No,12,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.07,1157.9,No
9291-KIRFK,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),98.34,4925.37,No
8038-AJRGJ,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,48.43,928.13,No
1806-WEEGJ,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,78.14,4183.53,No
2790-DGVBE,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.52,1852.19,No
9223-AFROK,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,54.13,2892.48,No
1711-SYGOB,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.59,205.0,Yes
1463-BLRHQ,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.58,118.66,Yes
2541-JBBES,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,232.74,Yes
1664-QRGBH,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.3,1568.68,No
3107-TDKUA,Female,1,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.0,1365.39,No
4407-XAGJN,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,111.22,1583.08,Yes
